year,leaid,lea_name,fips,state_leaid,street_mailing,city_mailing,state_mailing,zip_mailing,zip4_mailing,street_location,city_location,state_location,zip_location,zip4_location,phone,latitude,longitude,urban_centric_locale,cbsa,cbsa_type,csa,cmsa,necta,county_code,county_name,congress_district_id,bureau_indian_education,supervisory_union_number,agency_type,agency_level,boundary_change_indicator,agency_charter_indicator,lowest_grade_offered,highest_grade_offered,number_of_schools,enrollment,spec_ed_students,english_language_learners,migrant_students,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_fte,instructional_aides_fte,coordinators_fte,guidance_counselors_elem_fte,guidance_counselors_sec_fte,guidance_counselors_other_fte,guidance_counselors_total_fte,librarian_specialists_fte,librarian_support_staff_fte,lea_administrators_fte,lea_admin_support_staff_fte,school_administrators_fte,school_admin_support_staff_fte,support_staff_students_fte,support_staff_other_fte,staff_total_fte,lea_staff_total_fte,other_staff_fte,school_staff_total_fte,school_counselors_fte,state_leg_district_lower,state_leg_district_upper,school_psychologists_fte,support_staff_stu_wo_psych_fte
2023,0513110,TEXARKANA SCHOOL DISTRICT,5,AR-4605000,3512 GRAND AVE,TEXARKANA,AR,71854,00,3512 GRAND AVE,TEXARKANA,AR,71854,00,(870)772-3371,33.457206,-94.032229,23,45500,1,-2,NA,NA,5091,Miller County,504,NA,,1,4,1,NA,-1,12,8,3912,NA,NA,NA,11,19,162,123,16,333,78,18,4,9,NA,13,6,1,5,22,22,17,50,74,640,45,74,174.52,NA,05100,05004,0,50
2023,0513230,JACKSON CO. SCHOOL DISTRICT,5,AR-3405000,P O BOX 1070,TUCKERMAN,AR,72473,00,300 N DOWELL,TUCKERMAN,AR,72473,00,(870)349-2232,35.733907,-91.202319,42,-2,-2,-2,NA,NA,5067,Jackson County,501,NA,,1,4,1,NA,0,12,3,807,NA,NA,NA,3,4,31,31,4,75,15,4,1,1,NA,2,0,0,1,4,3,3,4,9,121,9,9.29,26.58,NA,05038,05010,0,4.07
2023,0513350,VALLEY SPRINGS SCHOOL DISTRICT,5,AR-0505000,P O BOX 640,VALLEY SPRINGS,AR,72682,00,7349 SCHOOL ST,VALLEY SPRINGS,AR,72682,00,(870)429-5217,36.157989,-92.993665,42,25460,2,-2,NA,NA,5009,Boone County,501,NA,,1,4,1,NA,0,12,3,815,NA,NA,NA,0,4,31,54,5,95,14,1,1,1,NA,2,3,0,1,5,3,4,9,23,161,7,23.3,33.7,NA,05005,05023,0,9.7
2023,0513380,VALLEY VIEW SCHOOL DISTRICT,5,AR-1612000,2131 VALLEY VIEW DR,JONESBORO,AR,72404,00,2131 VALLEY VIEW DR,JONESBORO,AR,72404,00,(870)935-6200,35.777002,-90.742054,41,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,4,2995,NA,NA,NA,5,11,98,69,21,206,62,4,4,4,NA,8,5,0,2,5,8,25,20,17,362,11,17,120,NA,05038,05020,2,18
2023,0513410,VAN BUREN SCHOOL DISTRICT,5,AR-1705000,2221 POINTER TRAIL,VAN BUREN,AR,72956,00,2221 POINTER TRAIL E,VAN BUREN,AR,72956,00,(479)474-7942,35.45898,-94.335046,22,22900,1,-2,NA,NA,5033,Crawford County,503,NA,,1,4,1,NA,-1,12,11,5809,NA,NA,NA,5,26,188,193,17,430,103,15,6,8,NA,14,10,1,6,27,20,34,116,122,899,48,122.5,285.2,NA,05048,05029,0,116
2023,0513530,VILONIA SCHOOL DISTRICT,5,AR-2307000,P O BOX 160,VILONIA,AR,72173,00,11 EAGLE ST,VILONIA,AR,72173,00,(501)796-2113,35.0835,-92.198238,42,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,0,12,6,2921,NA,NA,NA,5,15,93,89,13,216,54,4,5,2,NA,7,6,1,3,15,13,12,50,79,462,22,79.5,136.72,NA,05057,05024,0,50.72
2023,0513560,VIOLA SCHOOL DISTRICT,5,AR-2503000,P O BOX 380,VIOLA,AR,72583,00,314 LONGHORN DR,VIOLA,AR,72583,00,(870)458-2323,36.394887,-91.986473,43,-2,-2,-2,NA,NA,5049,Fulton County,501,NA,,1,4,1,NA,0,12,2,371,NA,NA,NA,0,2,17,45,3,68,6,2,0,0,NA,1,1,0,1,1,2,2,7,17,109,5,17,18,NA,05003,05023,0,7
2023,0513680,WALDRON SCHOOL DISTRICT,5,AR-6401000,1560 W SIXTH ST,WALDRON,AR,72958,00,1560 W SIXTH ST,WALDRON,AR,72958,00,(479)637-3179,34.897395,-94.108412,43,-2,-2,-2,NA,NA,5127,Scott County,504,NA,,1,4,1,NA,0,12,4,1387,NA,NA,NA,5,6,58,60,7,138,41,4,2,3,NA,5,2,0,3,7,9,6,25,39,280,14,39,83.5,NA,05052,05005,0,25
2023,0513930,WATSON CHAPEL SCHOOL DISTRICT,5,AR-3509000,4100 CAMDEN RD,PINE BLUFF,AR,71603,00,4100 CAMDEN RD,PINE BLUFF,AR,71603,00,(870)879-0220,34.187623,-92.068437,32,38220,2,340,NA,NA,5069,Jefferson County,504,NA,,1,4,1,NA,0,12,4,1725,NA,NA,NA,0,7,58,47,8,121,25,8,2,6,NA,8,2,0,3,6,7,17,36,63,298,17,63,88.5,NA,05065,05008,0,36
2023,0514010,WEST FORK SCHOOL DISTRICT,5,AR-7208000,359 SCHOOL AVE,WEST FORK,AR,72774,00,359 SCHOOL AVE,WEST FORK,AR,72774,00,(479)839-2231,35.921924,-94.191895,41,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,0,12,3,778,NA,NA,NA,0,3,32,89,4,130,16,4,1,2,NA,3,3,0,4,5,6,3,15,26,216,13,26.5,43,NA,05023,05029,0,15
2023,0514020,WESTSIDE SCHOOL DIST(JOHNSON),5,AR-3606000,122 THOMPSON ST,HARTMAN,AR,72840,00,122 THOMPSON ST,HARTMAN,AR,72840,00,(479)497-1991,35.441142,-93.653754,42,-2,-2,-2,NA,NA,5071,Johnson County,504,NA,,1,4,1,NA,0,12,2,607,NA,NA,NA,0,3,23,15,0,43,11,1,1,1,NA,2,2,0,1,3,3,5,9,17,98,5,17.5,30.5,NA,05045,05026,0,9.5
2023,0514040,WEST SIDE SCHOOL DIST(CLEBURNE),5,AR-1204000,7295 GREERS FERRY RD,GREERS FERRY,AR,72067,00,7295 GREERS FERRY RD,GREERS FERRY,AR,72067,00,(501)825-6258,35.580705,-92.166198,42,-2,-2,-2,NA,NA,5023,Cleburne County,502,NA,,1,4,1,NA,-1,12,2,514,NA,NA,NA,1,3,21,22,4,52,10,1,1,1,NA,2,1,0,2,5,2,8,8,15,108,9,15,29.92,NA,05041,05022,0,8.92
2023,0514140,WHITE HALL SCHOOL DISTRICT,5,AR-3510000,1020 W HOLLAND AVE,WHITE HALL,AR,71602,00,1020 W HOLLAND AVE,WHITE HALL,AR,71602,00,(870)247-2002,34.285717,-92.107186,32,38220,2,340,NA,NA,5069,Jefferson County,504,NA,,1,4,1,NA,0,12,6,3068,NA,NA,NA,0,13,110,70,19,213,27,4,4,5,NA,9,6,0,3,9,9,23,13,44,361,16,44,78.5,NA,05093,05001,0,13.5
2023,0514370,WONDERVIEW SCHOOL DISTRICT,5,AR-1505000,2436 HWY 95,HATTIEVILLE,AR,72063,00,2436 HWY 95,HATTIEVILLE,AR,72063,00,(501)354-0211,35.327397,-92.73036,42,-2,-2,-2,NA,NA,5029,Conway County,502,NA,,1,4,1,NA,0,12,2,437,NA,NA,NA,1,2,20,24,2,51,11,3,1,1,NA,2,1,0,1,5,2,2,7,10,95,9,10,23,NA,05043,05025,0,7
2023,0514400,WOODLAWN SCHOOL DISTRICT,5,AR-1304000,6760 HWY 63,RISON,AR,71665,00,6760 HWY 63,RISON,AR,71665,00,(870)357-8108,33.9672,-92.040875,43,38220,2,340,NA,NA,5025,Cleveland County,504,NA,,1,4,1,NA,0,12,2,582,NA,NA,NA,0,3,23,15,2,45,11,1,1,1,NA,2,1,0,2,3,2,2,7,11,88,6,11,23.79,NA,05093,05001,0,7
2023,0514430,WYNNE SCHOOL DISTRICT,5,AR-1905000,P O BOX 69,WYNNE,AR,72396,00,1300 N FALLS BLVD,WYNNE,AR,72396,00,(870)238-5000,35.229455,-90.783201,32,-2,-2,-2,NA,NA,5037,Cross County,501,NA,,1,4,1,NA,0,12,4,2405,NA,NA,NA,0,13,86,83,15,199,44,9,4,5,NA,9,4,2,4,16,9,13,51,59,421,30,59,123.3,NA,05037,05010,0,51
2023,0514490,YELLVILLE-SUMMIT SCHOOL DISTRICT.,5,AR-4502000,1124 N PANTHER AVE,YELLVILLE,AR,72687,00,1124 N PANTHER AVE,YELLVILLE,AR,72687,00,(870)449-4061,36.24023,-92.689863,43,-2,-2,-2,NA,NA,5089,Marion County,501,NA,,1,4,1,NA,0,12,3,983,NA,NA,NA,0,4,38,70,7,121,23,0,1,2,NA,3,2,0,1,7,3,3,15,20,199,8,20,46.88,NA,05004,05023,0,15.88
2023,0514491,ARKANSAS MILITARY AND FIRST RESPONDERS ACADEMY (AMFRA),5,AR-6064700,10710 INTERSTATE 30,LITTLE ROCK,AR,72209,00,10710 INTERSTATE 30,LITTLE ROCK,AR,72209,00,(501)942-6372,34.667874,-92.390846,12,30780,1,340,NA,NA,5119,Pulaski County,502,NA,,7,7,3,NA,9,10,1,80,NA,NA,NA,0,0,0,12,0,12,0,0,0,0,NA,0,0,0,2,1,1,1,1,5,23,3,5,3.66,NA,05079,05015,0,1.66
2023,0514492,NORTHWEST ARK COMMUNITY COLLEGE TECHNICAL CENTER,5,AR-0422000,P O  BOX 36,BURDETTE,AR,72321,00,HWY 148 AND NTERSTATE 55,BURDETTE,AR,72321,00,(870)763-1486,35.816401,-89.967366,13,14180,2,-2,NA,NA,5093,Mississippi County,501,NA,,8,3,3,NA,9,12,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05034,05019,NA,NA
2023,0514495,MONTICELLO OCCUPATIONAL EDUCATION CENTER,5,AR-2222000,741 SCOGIN DR,MONTICELLO,AR,71655,00,741 SCOGIN DR,MONTICELLO,AR,71655,00,(870)367-4060,33.611805,-91.813736,33,-2,-2,-2,NA,NA,5043,Drew County,504,NA,,8,-1,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05094,05001,NA,NA
2023,0514496,NORTH CENTRAL CAREER CENTER,5,AR-6522000,P O BOX 187,LESLIE,AR,72645,00,330 OAK ST,LESLIE,AR,72645,00,(870)447-6111,35.830916,-92.558365,43,-2,-2,-2,NA,NA,5129,Searcy County,501,NA,,8,-1,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05027,05024,NA,NA
2023,0514497,SCHOOL FOR ADVANCED STUDIES-NW ARK,5,AR-0446700,121 W POPLAR ST,ROGERS,AR,72757,00,121 W POPLAR ST,ROGERS,AR,72757,00,(602)526-8685,36.33129,-94.117241,13,22220,1,-2,NA,NA,5007,Benton County,503,NA,,7,-1,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05007,05032,NA,NA
2023,0514498,GARFIELD SCHOLARS ACADEMY,5,AR-0448700,18432 MARSHALL ST,GARFIELD,AR,72732,00,18432 MARSHALL ST,GARFIELD,AR,72732,00,(501)253-3707,36.448602,-93.971562,42,22220,1,-2,NA,NA,5007,Benton County,503,NA,,7,-1,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05007,05032,NA,NA
2023,0514499,ACADEMIES OF MATH AND SCIENCES SCHOOL,5,AR-6065700,6243 STAGECOACH RD,LITTLE ROCK,AR,72204,00,6243 STAGECOACH RD,LITTLE ROCK,AR,72204,00,(501)295-3424,34.689819,-92.393472,12,30780,1,340,NA,NA,5119,Pulaski County,502,NA,,7,-1,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05077,05015,NA,NA
2023,0514500,INSTITUTE FOR THE CREATIVE ARTS SCHOOL,5,AR-6641700,1101 RIVERFRONT DR,FORT SMITH,AR,72901,00,1101 RIVERFRONT DR,FORT SMITH,AR,72901,00,(479)434-2020,35.400925,-94.424474,13,22900,1,-2,NA,NA,5131,Sebastian County,503,NA,,7,-1,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,05049,05027,NA,NA
